antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Premium_20', 'Income_<3L', 'Occupation_Farmer'})",frozenset({'Benefit_25'}),0.008333333333333333,0.2900462962962963,0.005324074074074074,0.6388888888888888,2.2027134876296883,1.0,0.0029070216049382714,1.9660256410256407,0.5506028498355864,0.018167456556082148,0.4913596348223018,0.32862241730956815
"frozenset({'Income_<3L', 'Premium_25', 'Occupation_Self-employed'})",frozenset({'Benefit_25'}),0.008333333333333333,0.2900462962962963,0.005092592592592593,0.6111111111111112,2.1069433359936154,1.0,0.0026755401234567905,1.8255952380952383,0.5297937356760886,0.017363851617995266,0.452233452885556,0.31433448612219567
"frozenset({'Premium_20', 'Location_Semi-urban', 'Occupation_Farmer'})",frozenset({'Benefit_25'}),0.011111111111111112,0.2900462962962963,0.006712962962962963,0.6041666666666666,2.083000798084597,1.0,0.0034902263374485595,1.793567251461988,0.5257652072839983,0.02279874213836478,0.44245190740136936,0.31365555998935885
"frozenset({'Marital_Married', 'Location_Urban', 'Premium_15'})",frozenset({'Benefit_25'}),0.022222222222222223,0.2900462962962963,0.013425925925925926,0.6041666666666666,2.083000798084597,1.0,0.006980452674897119,1.793567251461988,0.5317398119122257,0.04492641363284276,0.44245190740136936,0.3252277866453844
"frozenset({'Location_Urban', 'Occupation_Business Owner', 'Premium_15'})",frozenset({'Benefit_25'}),0.011111111111111112,0.2900462962962963,0.006944444444444444,0.6249999999999999,2.1548284118116516,1.0,0.0037217078189300404,1.8932098765432093,0.5419475655430711,0.02360346184107002,0.4717965438539288,0.3244712689545091
"frozenset({'Location_Urban', 'Occupation_Teacher', 'Premium_25'})",frozenset({'Benefit_25'}),0.011111111111111112,0.2900462962962963,0.006712962962962963,0.6041666666666666,2.083000798084597,1.0,0.0034902263374485595,1.793567251461988,0.5257652072839983,0.02279874213836478,0.44245190740136936,0.31365555998935885
"frozenset({'Marital_Married', 'Occupation_Business Owner', 'Premium_15'})",frozenset({'Benefit_25'}),0.011111111111111112,0.2900462962962963,0.007407407407407408,0.6666666666666666,2.298483639265762,1.0,0.004184670781893004,2.129861111111111,0.5712780898876404,0.0252167060677699,0.5304858167590478,0.3461026868848098
"frozenset({'Marital_Married', 'Occupation_Teacher', 'Premium_25'})",frozenset({'Benefit_25'}),0.011111111111111112,0.2900462962962963,0.007175925925925926,0.6458333333333333,2.226656025538707,1.0,0.003953189300411522,2.0045751633986924,0.5570859006886552,0.024409448818897634,0.5011411803064884,0.33528697791965945
"frozenset({'Marital_Single', 'Premium_15', 'Occupation_Farmer'})",frozenset({'Benefit_25'}),0.011111111111111112,0.2900462962962963,0.007638888888888889,0.6875,2.370311252992817,1.0,0.004416152263374485,2.271851851851852,0.5846101464078992,0.02602523659305993,0.5598304532116074,0.3569183958499601
"frozenset({'Children_No', 'Occupation_Clerk', 'Premium_25'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010416666666666666,0.625,2.990033222591362,1.0,0.00693287037037037,2.109259259259259,0.6768361581920904,0.04838709677419354,0.5258999122036874,0.3374169435215947
"frozenset({'Premium_20', 'Children_No', 'Occupation_Teacher'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010185185185185186,0.6111111111111112,2.9235880398671097,1.0,0.0067013888888888895,2.0339285714285715,0.6691063174114021,0.047261009667024706,0.508340649692713,0.32991878922111484
"frozenset({'Premium_20', 'Occupation_Business Owner', 'Children_Yes'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010416666666666666,0.625,2.990033222591362,1.0,0.00693287037037037,2.109259259259259,0.6768361581920904,0.04838709677419354,0.5258999122036874,0.3374169435215947
"frozenset({'Premium_25', 'Occupation_Engineer', 'Children_Yes'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010185185185185186,0.6111111111111112,2.9235880398671097,1.0,0.0067013888888888895,2.0339285714285715,0.6691063174114021,0.047261009667024706,0.508340649692713,0.32991878922111484
"frozenset({'Premium_25', 'Occupation_Farmer', 'Children_Yes'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010185185185185186,0.6111111111111112,2.9235880398671097,1.0,0.0067013888888888895,2.0339285714285715,0.6691063174114021,0.047261009667024706,0.508340649692713,0.32991878922111484
"frozenset({'Premium_20', 'Gender_Female', 'Occupation_Business Owner'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010185185185185186,0.6111111111111112,2.9235880398671097,1.0,0.0067013888888888895,2.0339285714285715,0.6691063174114021,0.047261009667024706,0.508340649692713,0.32991878922111484
"frozenset({'Occupation_Engineer', 'Gender_Female', 'Premium_25'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010416666666666666,0.625,2.990033222591362,1.0,0.00693287037037037,2.109259259259259,0.6768361581920904,0.04838709677419354,0.5258999122036874,0.3374169435215947
"frozenset({'Premium_25', 'Gender_Female', 'Occupation_Farmer'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.010416666666666666,0.625,2.990033222591362,1.0,0.00693287037037037,2.109259259259259,0.6768361581920904,0.04838709677419354,0.5258999122036874,0.3374169435215947
"frozenset({'Income_10L+', 'Occupation_Clerk', 'Premium_25'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.005092592592592593,0.6111111111111112,2.9235880398671097,1.0,0.0033506944444444448,2.0339285714285715,0.663483575248281,0.023991275899672846,0.508340649692713,0.3177371723883352
"frozenset({'Premium_20', 'Occupation_Business Owner', 'Income_3–6L'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.005324074074074074,0.6388888888888888,3.056478405315614,1.0,0.0035821759259259257,2.190384615384615,0.6784800876872488,0.025109170305676852,0.5434591747146619,0.33217977113325947
"frozenset({'Premium_25', 'Income_3–6L', 'Occupation_Self-employed'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.005324074074074074,0.6388888888888888,3.056478405315614,1.0,0.0035821759259259257,2.190384615384615,0.6784800876872488,0.025109170305676852,0.5434591747146619,0.33217977113325947
"frozenset({'Premium_20', 'Income_3–6L', 'Occupation_Teacher'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.005555555555555556,0.6666666666666667,3.18936877076412,1.0,0.0038136574074074075,2.3729166666666672,0.6922268907563025,0.02622950819672131,0.5785776997366111,0.34662236987818384
"frozenset({'Marital_Widowed', 'Income_6–10L', 'Premium_25'})",frozenset({'Benefit_30'}),0.016666666666666666,0.20902777777777778,0.01087962962962963,0.6527777777777778,3.122923588039867,1.0,0.007395833333333333,2.278,0.6913090515686983,0.05064655172413793,0.5610184372256365,0.3524132521225545
"frozenset({'Occupation_Engineer', 'Income_6–10L', 'Premium_25'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.005555555555555556,0.6666666666666667,3.18936877076412,1.0,0.0038136574074074075,2.3729166666666672,0.6922268907563025,0.02622950819672131,0.5785776997366111,0.34662236987818384
"frozenset({'Premium_20', 'Income_6–10L', 'Occupation_Self-employed'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.00625,0.75,3.5880398671096345,1.0,0.004508101851851852,3.1638888888888888,0.7273576097105507,0.02960526315789474,0.6839332748024582,0.3899501661129568
"frozenset({'Income_<3L', 'Premium_25', 'Occupation_Farmer'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.007175925925925926,0.8611111111111112,4.119601328903655,1.0,0.005434027777777777,5.695000000000002,0.7636215776633233,0.03414096916299559,0.8244073748902546,0.4477205610926541
"frozenset({'Premium_20', 'Income_<3L', 'Occupation_Self-employed'})",frozenset({'Benefit_30'}),0.008333333333333333,0.20902777777777778,0.005092592592592593,0.6111111111111112,2.9235880398671097,1.0,0.0033506944444444448,2.0339285714285715,0.663483575248281,0.023991275899672846,0.508340649692713,0.3177371723883352
"frozenset({'Premium_25', 'Occupation_Engineer', 'Location_Rural'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.007175925925925926,0.6458333333333333,3.0897009966777405,1.0,0.004853395061728395,2.233333333333333,0.6839434577745559,0.03369565217391304,0.5522388059701492,0.3400816722037652
"frozenset({'Premium_20', 'Location_Rural', 'Occupation_Self-employed'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.006712962962962963,0.6041666666666666,2.890365448504983,1.0,0.004390432098765432,1.9982456140350875,0.6613715614103061,0.031453362255965296,0.49956101843722556,0.318140919158361
"frozenset({'Premium_20', 'Occupation_Business Owner', 'Location_Semi-urban'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.007175925925925926,0.6458333333333333,3.0897009966777405,1.0,0.004853395061728395,2.233333333333333,0.6839434577745559,0.03369565217391304,0.5522388059701492,0.3400816722037652
"frozenset({'Premium_25', 'Location_Semi-urban', 'Occupation_Farmer'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.007638888888888889,0.6875,3.2890365448504983,1.0,0.005316358024691358,2.531111111111111,0.703779366700715,0.03594771241830065,0.6049165935030728,0.36202242524916944
"frozenset({'Premium_20', 'Location_Semi-urban', 'Occupation_Teacher'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.006944444444444444,0.6249999999999999,2.9900332225913613,1.0,0.004621913580246913,2.1092592592592587,0.6730337078651685,0.03257328990228013,0.5258999122036873,0.32911129568106307
"frozenset({'Premium_20', 'Location_Urban', 'Occupation_Engineer'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.006712962962962963,0.6041666666666666,2.890365448504983,1.0,0.004390432098765432,1.9982456140350875,0.6613715614103061,0.031453362255965296,0.49956101843722556,0.318140919158361
"frozenset({'Premium_20', 'Location_Urban', 'Occupation_Self-employed'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.006712962962962963,0.6041666666666666,2.890365448504983,1.0,0.004390432098765432,1.9982456140350875,0.6613715614103061,0.031453362255965296,0.49956101843722556,0.318140919158361
"frozenset({'Marital_Married', 'Occupation_Engineer', 'Premium_25'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.007175925925925926,0.6458333333333333,3.0897009966777405,1.0,0.004853395061728395,2.233333333333333,0.6839434577745559,0.03369565217391304,0.5522388059701492,0.3400816722037652
"frozenset({'Premium_25', 'Marital_Married', 'Occupation_Farmer'})",frozenset({'Benefit_30'}),0.011111111111111112,0.20902777777777778,0.006944444444444444,0.6249999999999999,2.9900332225913613,1.0,0.004621913580246913,2.1092592592592587,0.6730337078651685,0.03257328990228013,0.5258999122036873,0.32911129568106307
